"score","text","date","version"
5,"Mantap","2024-04-20T06:35:10.800Z","4.3.1"
1,"Bukanny enak jadi tambah Ribettttt nambah orang susaahhhhh","2024-04-20T06:30:12.333Z","3.7.3"
5,"Sagat mudah","2024-04-20T04:12:43.952Z","4.3.1"
1,"Bug dimana mana . Hubungkan ke kartu kredit atau yang lain nya crash / back sendiri . Daftar subsidi tepat crash . Gak sanggup bayar developer untuk perbaikan bug atau developer nya males malesan . BUMN mencerminkan sekalia sistem nya .","2024-04-20T04:06:42.996Z","4.3.1"
1,"Pas mau login, udah masukin PIN yang benar malah salah terus, nomor teleponnya juga udah benar semua. Malah ngga bisa masuk ke-apknya.... Padahal lagi jalan jauh, pertamaxnya juga lagi habis. Semoga cepat diperbaiki.","2024-04-20T02:53:11.129Z","4.3.1"
1,"APK Gak Jelas. Tunggu Verifikasi Tanpa Kejelasan... masa Iya Nginap di POM... Mau Canggih Sitemnya Gak Jelas","2024-04-20T02:30:33.175Z","4.3.1"
5,"Mantabs","2024-04-20T02:28:42.265Z","4.3.1"
1,"QR solar saya terblokir saya sudah tlfn 135 di minta 5 syarat sudah tak kasih tapi kok gak ada respon,saya cuma QR sya balik itu aja,gara gara itu kerjaan saya jadi terhambat,tolong pengertiannya","2024-04-20T00:14:12.597Z","4.3.1"
1,"Ada masalah apa di tombol masuk nya gk bisa di tekan yah","2024-04-20T00:05:24.580Z",
1,"Ribet","2024-04-19T19:09:53.300Z","4.3.1"
5,"Mantap","2024-04-19T15:51:29.332Z","4.3.1"
1,"Aplikasi stuupid, susah kali masuknya, masak asik session habislah, login, session habis login, update ke update....T444111KKK!!!!!!!!!!","2024-04-19T14:23:04.294Z","4.3.1"
1,"gak jelas,sudah terverifikasi keluar lagi,setiap mau liat baecode harus login lagi, kode otp gak masuk di email, pas ganti email, tapi di kirim kode OTP nya masih di email yg lama, bukannya memudahkan malah bikin emosi tod tod","2024-04-19T13:08:47.816Z","4.3.1"
1,"Aplikasi ngeleg susah dibuka.","2024-04-19T05:40:38.792Z","4.3.1"
1,"MENUNGGU VERIFIKASI BUTUH BERAPA BULAN? DI POM DI PINTA BARCODE. DI APK LAMA NHGOOOK AHH","2024-04-19T01:27:32.332Z","4.3.1"
1,"kenapa di SPBU jl. A Yani kota semarang antrian motor yg bayar cash dan yg bayar pakai aplikasi Mypertamina antrian nya di jadikan satu? percuma donk download aplikasi Mypertamina.","2024-04-19T01:14:37.550Z","4.3.1"
1,"Levelnya pertamina bikin aplikasi ribet dan sampah banget","2024-04-18T17:22:20.440Z",
5,"Mantap","2024-04-18T14:10:47.691Z","4.3.1"
1,"aplikasi buruk. update data di aplikasi tidak mengubah data pada link mypertamina yang diakses lewat komputer.","2024-04-18T10:51:08.263Z","4.3.1"
1,"Saya sudah 2 hari mendaftar tapi belum di verifikasi, gimna mau isi BBM kalo seperti ini, sangat mempersulit, bukannya memudahkan. Tolong doang lebih cepat tanggapan nya","2024-04-18T10:25:03.252Z","4.3.1"
5,"bagaimana cara melihat QR","2024-04-18T10:15:35.396Z","4.3.1"
5,"Sangat mempermudah saat mengisi BBM.","2024-04-18T08:53:26.511Z","4.3.1"
1,"Mau menghubungkan metode pembayaran ke ovo & gopay koq gagal terus, udah dicoba berkali2 dari kemaren","2024-04-18T06:41:19.922Z","4.3.1"
5,"👍👍👍","2024-04-18T03:50:40.954Z","4.3.1"
4,"kelihatannya lebih mudah, tapi masih belum bisa pakai","2024-04-18T02:03:06.267Z","4.3.1"
3,"Tesss","2024-04-17T23:25:18.416Z","4.3.1"
5,"Bagus sekali","2024-04-17T19:15:43.764Z","4.3.1"
3,"Kode QR nya gak bisa diunduh. Kenapa ya...?","2024-04-17T14:32:09.761Z",
2,"ia aiiiiiiiiiuf,,,aay","2024-04-17T13:09:41.151Z","4.3.0"
1,"Aplikasi menyusahkan ga bisa bayar , eror mulu kerjaan nya gajelas","2024-04-17T09:45:21.282Z","4.3.1"
1,"Sudah daftar lama tapi masih nunggu verifikasi. Gimana ini.?","2024-04-17T06:21:37.160Z","4.3.1"
2,"Sandi sudah di restart melalui email tapi Selakau gagak ketika ingin membuka QR code melalui apk,selalu kata sandi salah","2024-04-17T05:32:42.900Z","4.3.1"
1,"Masyarakat butuh BBM buat kerja setiap hari... Na kok daftar sudah 2 minggu masih status nunggu verifikasi.... Kerja macam apa kalian ini.......","2024-04-17T04:41:10.749Z",
1,"Mau login Benerin Verifikasi foto yg kurang jelas,nunggu kode Verifikasi via email gk dikrim kirim, nunggu harga BBM turun lg apa? Kocak niat memudahkan malah mempersulit.giliran akun terverifikasi malah sudah masukan akun lagi,dan akun suruh daftra ulang,ini dana yang masuk pasti gk main main ini untuk program MyPertamina,giliran Vidio call center,gak di jawab jawab sampek 30mnt,Niat gak woe.","2024-04-17T04:27:53.432Z","4.3.1"
1,"kenapa pembayaran via ovo tidak bisa?","2024-04-17T04:02:20.185Z","4.3.1"
1,"Update mulu. Gak bisa bikin apk kah?","2024-04-17T03:53:24.345Z","4.3.1"
1,"Verifikasi nya lama sekali. Sudah 1 minggu ini.. kalo belum siap ga usah buat aplikasi. Bukan mempermudah, malah menyusah kan saja","2024-04-17T03:40:36.576Z","4.3.1"
5,"Cara mengaktifkan nya susa","2024-04-17T03:39:48.597Z","4.3.1"
1,"sudah terverifikasi tapi tiba-tiba datanya hilang. jadi harus daftar ulang dan nunggu verifikasi yang hingga 14 hari itu. udah antri ngisi pertalite berjam-jam tiba-tiba jadi ga bisa ngisi karena status yang tadinya sudah terverifikasi menjadi hilang. waktu yang sudah terbuang untuk ngantri tidak bisa kembali. zalim banget.","2024-04-17T02:58:47.828Z","4.3.1"
4,"Good","2024-04-17T00:21:34.942Z","4.3.1"
5,"Ok","2024-04-16T23:53:31.400Z","4.3.0"
1,"sangat mengecewakan, ini namanya mempersulit , verifikasi nunggu kelamaan , sudah sebulan belum di verifikasi, ini petugas kerjanya tidur atau gimana","2024-04-16T22:18:48.685Z","4.3.1"
5,"Saya sangat terbantu dengan adanya Mypertsmina ini, terimakasih.","2024-04-16T21:16:09.770Z","4.3.0"
2,"Beli bbm tambah susah pengalaman sy tangki sudah kosong isi tapi pompanya error,gak bisa di isi lagi harus nunggu 2 jam. Ke pom lain juga gak bisa. Kiriman barang jadi tertunda 2 jam belum ngantrinya di pengisian bbm. Ini Aplikasi di sy cuma buat bikin barkot doang,ganti no hp pun gak bisa.","2024-04-16T16:26:28.814Z","4.3.1"
3,"Sekedar saran,, kalau bisa di bikin barcode per plat kendaraan,, untuk R4 sehari 1 kali aja barcode nya bisa di gunakan,,, kalau R2 sehari 2 kali,,,biar BBM subsidi bisa tepat sasaran","2024-04-16T14:08:28.710Z",
1,"Penambahan kendaraan tidak bisa muncul di akun mypertamina","2024-04-16T13:41:13.498Z","4.3.1"
5,"Aplikasi msh buruk. Belum siap pakai. Gak bisa di pakai. Gagal maning gagal maning.","2024-04-16T11:30:20.906Z","4.3.1"
5,"Nunggu verifi lama","2024-04-16T11:28:39.576Z",
1,"Tiap mau isi bensin ke pom gangguan terus, apa emng dari aplikasi atau pom nya yg bermasalah, mana pembaruan terus","2024-04-16T11:21:35.538Z",
1,"gabisa donlod qr code untuk subsidi pertalite lewat aplikasi ini. kalo lewat website nya baru bisa. payah banget. tolong dioptimalisasi lagi aplikasinya.","2024-04-16T10:00:14.692Z","4.3.1"
5,"Salam NuSanTara","2024-04-16T09:28:19.918Z","4.3.1"
3,"Tolong dong fitur reset barcode nya di aktifkan. Sya mau reset gk bisa.","2024-04-16T09:25:54.805Z","4.3.1"
5,"mantap","2024-04-16T05:14:49.760Z","4.3.1"
1,"Sudah 5 hari belum di verifikasi..gimana mau isi bbm ini...kalau mau bikin aturan di permudah lah prosesnya..harusnya dari SPBU setempat verifikasi nya agar orang daftar langsung jadi..tolong di perbaikin tks.","2024-04-16T02:07:45.310Z","4.3.1"
1,"Aman dan lancar","2024-04-16T01:02:12.527Z","3.6.2"
1,"lama banget yang mau di verifikasi oleh petugas cuman mau buat barcode lamanya minta ampun","2024-04-15T15:30:24.793Z","4.3.1"
5,"Like this","2024-04-15T14:12:08.151Z","4.3.1"
1,"sudah seminggu lebih pendaftaran subsidi tepat masih menunggu verifikasi,dan aplikasi sush login","2024-04-15T12:49:02.510Z",
1,"Aplikasi waduk teu nyambung update QR di SPBU invalid... Emang ude di cap setiap sektor divisi juga NU di cagap ku Pertamina mah Weh NU malulu ... alias tetap teu pro ... Jeng mumul maca keluhan ... Loba ngala duit teu niat ngabangun bangsa","2024-04-15T12:03:21.636Z","4.3.1"
5,"Bagus","2024-04-15T08:15:06.918Z","4.3.1"
1,"SDH lama antri ngak ada himbauan untuk menggunakan barcode... LAH POM MINI ITU BELI PAKAI BARCODE JUGA KAH..?? MACAM BERLIMPAH BETUL STOK POM MINI","2024-04-15T08:07:25.258Z","4.3.1"
1,"Aplikasi error melulu di Android menyulitkan ,lewat Web mypertamina baru membantu untuk registrasi QR nya,mohon di perhatikan serius untuk perusahaan sekelas Pertamina aplikasi untuk membantu bukan menyulitkan","2024-04-15T06:13:38.424Z","4.3.1"
1,"Bntr2 update kya abg aj","2024-04-15T05:49:10.176Z","4.3.1"
5,"Alhamdulillah sekararang sudah mendapatkan poin","2024-04-15T05:20:33.985Z","4.3.1"
1,"Padahal udah dari dlu aku buat akun my pertamina, sekarang disuruhnya verifikasi kembali lagi dan ajgnya nunggu verifikasinya lama bangett","2024-04-15T04:08:18.507Z","4.3.1"
5,"Mantap","2024-04-15T02:12:59.125Z","4.3.1"
5,"Mantul","2024-04-14T20:22:13.425Z",
1,"Metode pembayaran ovo down","2024-04-14T18:02:11.432Z","4.3.1"
5,"Sangat membantu","2024-04-14T15:20:46.900Z","4.3.1"
1,"Padahal saya beli/bayar bensin bukan gratisan tapi malah aplikasinya saat digunakan lemot (loading) sampai membuat antrian panjang yang akhirnya saya tidak jadi beli(SPBU. 34-40204). Dan ketika beli di SPBU lain malah digantung transaksi sebelumnya sehingga tidak bisa isi bensin.","2024-04-14T14:51:09.590Z","4.3.1"
1,"Sudah daftar, tapi mau masuk gak bisa bisa. Aplikasi aneh","2024-04-14T11:52:08.204Z","4.3.1"
5,"Mantap","2024-04-14T11:44:10.205Z","4.2.4"
2,"Koq email saya belum terkonfirmasi?","2024-04-14T10:23:52.429Z","4.3.1"
1,"Ghji","2024-04-14T08:50:03.335Z","4.3.1"
1,"Pas mau scen bacot nya gak berlaku lg buat susa aja","2024-04-14T06:31:04.767Z","4.3.1"
1,"Aplikasi ribet. Daftar lama verifikasi dll. Sangat menyulitkan bagi yg awam teknologi.","2024-04-14T04:25:02.169Z","4.3.1"
1,"antri lama, petugas tidak memberitahu sampai 2 jam","2024-04-14T03:39:40.815Z","2.5.1"
5,"Nunggu ferivikasi","2024-04-14T01:47:37.354Z","4.3.1"
5,"Ok","2024-04-14T00:10:12.411Z","4.3.0"
5,"Sangat baik","2024-04-13T17:56:10.970Z","4.3.0"
2,"Sebenernya aplikasi MYPERTAMINA ini sangat membantu dalam hal proses transaksi untuk NON TUNAI, Karena setelah di update, sudah bisa menggunakan pembayaran melalui gopay, BANK, dll. Tapi entah kenapa, setiap beli bensin menggunakan aplikasi ini, Operator SPBU nya selalu cemberut. beda dengan shell, yang selalu mempromosikan aplikasi nya agar user menggunakan aplikasi nya untuk melakukan transaksi. Coba kedepan nya operator SPBU lebih meng~edukasi lagi ke pengguna PERTAMINA. Terimakasih. 🙏","2024-04-13T16:47:18.210Z","4.3.1"
1,"Kenapa pendaftaran barcode bersubsidi lama sekali verifikasi akun nya, mohon dipercepat","2024-04-13T13:05:16.841Z","4.3.1"
5,"lumyan cepet","2024-04-13T12:01:29.601Z","4.3.1"
5,"Very good","2024-04-13T11:38:48.407Z",
1,"Aplikasi tidak BERGUNA di wilayah saya !! Masak mau isi BBM slalu error uda ngantri panjang"" malah error","2024-04-13T08:47:27.842Z",
5,"Bagusss, mudah2an dg adanya aplikasi ini, penggunaan subsidi BBM semakin tepat sasaran","2024-04-13T08:33:18.997Z",
2,"Aplikasi yang menyulitkan dan menyusahkan penggunanya","2024-04-13T07:26:20.108Z","4.3.1"
1,"Daftar barcode online aja nunggu verifikasi seminggu gak kelar2.. Bukanya d permudah malah nyusahin","2024-04-13T05:17:20.597Z","4.3.1"
1,"Game bisa dibuka","2024-04-13T04:56:47.924Z","4.3.1"
1,"Merasa kecewa dengan aplikasi my pertamina","2024-04-13T04:16:27.436Z","4.3.1"
1,"Aplikasi payah, masa buat download QR codenya ngga bisa. Udah gitu pas ke menu unduh QR code pas ngisi form malah NIK & Nomor Plat tidak ditemukan, padahal registrasi saya udah berhasil","2024-04-13T02:44:37.418Z","4.3.1"
1,"Menyusahkan, andai ada bintang minus 5... sudah pernah dapat barcode..giliran mau dipakai malah hilang, akun juga jadi ""menunggu verifikasi"" padahal user dn pass masih sama","2024-04-13T00:14:32.260Z","4.3.1"
5,"Sangat Membantu","2024-04-12T19:48:13.737Z","4.3.1"
1,"Sebenarnya Males banget ngasi bintang satu juga di apk ini Daptarin subsidi nunggu frivikasi sudah hampir seminggu masih blum di frivikasi Apk gak berguna.","2024-04-12T15:19:26.736Z","4.3.1"
5,"ga bs ngomong lg ulasan sdh banyak bintang 1 tp pertamina tetap diam,tidak perduli dgn konsumen","2024-04-12T14:13:37.377Z","4.3.0"
5,"Ok","2024-04-12T13:26:53.735Z","4.3.0"
1,"Aplikasinya meribetkan dan menyusahkan, tidak simple dan sangat ribet, verifikasi lambat.... Sangat sangat mengecewakan","2024-04-12T12:30:15.298Z","4.3.1"
1,"Kalau terjadi update aplikasi, suka logout sendiri. Jd butuh login lg dan verifikasi email lg. Masak aplikasi standar nasional seribet ini","2024-04-12T12:21:14.549Z",
1,"Ribet bgt mau reset","2024-04-12T12:17:23.137Z","4.3.1"
5,"Beje fresh fruits","2024-04-12T09:41:01.820Z","4.3.0"
1,"Kecewa karena sangat di persulit susah banget buat daftar nya nunggu firivikasi aja 24jam belom ada respon dan setelah ditunggu tunggu malah batal kecewa berat mending gak usah ada sekalian aplikasih nya","2024-04-12T05:07:12.940Z","4.3.1"
5,"Ngisi bbm tanpa ribet... Terimakasih my pertamina & link aja","2024-04-12T03:11:24.875Z","4.3.1"
5,"Aku blm dapat qr subsudi","2024-04-12T01:16:19.253Z","4.3.1"
1,"Aplikasinya gimana sih ini, bikin ribet aja, kalo ujungnya gak bisa dipakai ngapain diarahin keaplikasi ini.. Payah","2024-04-12T00:09:20.742Z","4.3.1"
1,"Menu subsidi tepat gabisa dibuka","2024-04-11T22:38:07.932Z","4.3.0"
5,"Sangat baik sekali","2024-04-11T21:55:54.720Z","4.3.1"
1,"aplikasi tak berguna","2024-04-11T17:16:26.233Z","4.3.1"
1,"Dlu udh pernah daftar kendaraan. Stlh pembaruan hilang","2024-04-11T14:57:08.616Z","4.3.1"
1,"Aplikasi sangat menyusahkan Mau beli aja repot","2024-04-11T14:10:00.438Z","4.3.1"
1,"Awas data kalian bocor","2024-04-11T11:33:58.403Z","4.3.1"
5,"Ok","2024-04-11T11:05:36.290Z","4.3.1"
1,"hati2 guys, data gua yg meliputi email dan nomor telepon bocor di my pertamina. kalau mau cek apakah data kita bocor tinggal buka gmail, trus tap profil, tap ""kelola akun google anda"", tap ""keamanan"", scroll sampai bawah sampe nemu ""lihat apakah alamat email anda ada di dark web"", tinggal tap terus ikutin langkah berikutnya, kalau di situ nanti keterangan nya ""hasil tidak ditemukan"" berarti data kalian aman, tapi kalau keterangan nya ""info anda ditemukan di dark web"", segera ganti password.","2024-04-11T09:02:25.490Z",
5,"Ok","2024-04-11T08:00:00.820Z","4.3.1"
1,"aplikasi sampahh gak guna","2024-04-11T06:37:26.958Z",
5,"Wilayah kalimantan susah untuk mendaftar baru","2024-04-11T06:12:43.452Z",
1,"Data subsidi tepat kami di tolak.. pdhl mobil kami bukan Kategori mobil mewah","2024-04-11T06:12:41.640Z","4.3.1"
2,"Tiap update,harus daftar ulang,mohon untuk di verifikasi akun saya,karna tidak bisa melihat Qr masih menunggu verifikasi trimakasih","2024-04-11T04:44:24.969Z","4.3.1"
5,"Sulit membenahi lupa password","2024-04-11T03:25:10.315Z","4.3.0"
5,"Bagus","2024-04-11T02:46:53.646Z","4.3.1"
5,"Good","2024-04-11T02:03:12.651Z","4.3.1"
1,"Aplikasi paling sampah, di kampung wajib pake beginian, pas daftar NIK dan pasword salah, padahal data udah sesuai. Udah dicoba cara lain tetap ga bisa, ampas ampas!! Udah antri panjang, tanpa barcode ga boleh ngisi awokawokawok. Thai!!!!","2024-04-11T00:26:57.158Z",
1,"asu banget data privasi gw bocor di darkweb gr2 aplikasi my pertamina tgl 21.02.2024","2024-04-10T13:48:00.410Z",
2,"Percuma install tapi tidak bisa dipergunakan,banyak SPBU disetiap tempat namun sedikit yang menyediakan pembayaran lewat aplikasi.","2024-04-10T10:39:54.474Z","4.3.1"
1,"kek ginilah kalo dah negara yang ngurus , pekok semua aplikasinya","2024-04-10T08:37:29.861Z","4.3.1"
5,"Mudah di gunakan","2024-04-10T08:06:23.158Z","4.3.1"
5,"Aman","2024-04-10T06:44:58.168Z","4.3.0"
2,"👎👎","2024-04-10T06:20:29.452Z","4.3.1"
1,"Pentil raimu","2024-04-10T04:49:06.501Z","4.3.0"
2,"Baik","2024-04-10T04:24:53.420Z","4.3.1"
5,"kok gk bs d gunakan?","2024-04-10T03:30:42.355Z","4.3.0"
1,"Semenjak ada apk ni... peraturan dilarang menggunakan handphone di area SPBU jadi diperbolehkan dengan SKB SKB formalitas 🤣🤣🤣🤣 Jangan sok sok an lah buat aplikasi² begini an Sekelas Kominfo aja keamanan cyber nya masih diragukan Sistem IT kita masih rentan Masih berat Indonesia ni mengembangkan teknologi2 digital dengan menjamin aspek keamanan digital itu sendiri 😋","2024-04-09T12:32:58.831Z",
1,"Aplikasi gk berguna beberapa x masuk gk bisa bisa","2024-04-09T12:28:28.662Z",
5,"Bagus dan mantap","2024-04-09T08:28:45.374Z","4.3.1"
5,"Baik sekali","2024-04-09T07:21:19.913Z","4.3.0"
1,"Verifikasi datanya harus menunggu sampai 14 hari, kapan negara ini mau maju kalo kerja sudah pake teknologi dan aplikasi tapi hasilnya masih seperti zaman batu. Lambat sekali, sangat tidak praktis digunakan sebagai alat bantu masyarakat khalayak ramai. Coba dievaluasi lagi prosesnya.","2024-04-09T07:16:59.778Z","4.3.1"
1,"satu kata kecewa,oh iy indonesia udah biasa yah","2024-04-09T07:02:02.402Z","4.3.1"
1,"Apk Sulit..","2024-04-09T04:38:52.779Z",
5,"Ok","2024-04-09T02:32:02.273Z","4.3.0"
5,"Mantap","2024-04-09T02:00:40.603Z","4.3.0"
1,"Sering mengalami trouble","2024-04-09T00:49:32.983Z","4.3.1"
1,"Pihak SPBU tidak menerima pembayaran pake qris, mungkin karena aplikasi nya sering error yaa??","2024-04-09T00:44:34.132Z","4.3.1"
5,"Pertamina the best","2024-04-08T18:07:51.605Z","4.3.0"
3,"Kenapa saya gak bisa membuat barcode untuk BBM subsidi","2024-04-08T16:04:45.207Z","4.3.1"
1,"Mau login akun aja harus verifikasi lama dan ribet banget, dipermudah dong mau gak mau harus pake mypertamina","2024-04-08T13:03:45.818Z","4.3.1"
5,"Bahan bakar pertalite cukup efektif dan efisien","2024-04-08T12:57:41.530Z","4.3.0"
1,"Aplikasi yg sangat buruk dan tidak berguna👎👎👎👎👎 Mendingan dihapus aplikasi ini, yg ada bikin hp lemooooottttttt😡😡😡😡😡","2024-04-08T07:51:08.199Z","4.2.3"
2,"Proses pencetakan barcodex tdk bisa","2024-04-08T07:41:03.850Z","4.3.0"
1,"Isi form kepemilikan kendaraan lama sekali.. Berhari hari.. Parah","2024-04-08T07:27:11.799Z","4.3.1"
5,"Good","2024-04-08T06:48:19.844Z","4.3.1"
1,"Disuruh beli bensin pake Apk begoo, ga gunaa tololl. masa udh dftr sesuai nmr sama pin, di coba login ga bisa","2024-04-08T05:11:27.255Z","4.3.1"
5,"Mantap","2024-04-08T04:45:07.994Z","4.3.1"
1,"Aplikasi jelek. Bikin emosi. Gk pernah dpt kode ferifikasi sms. Ngawurrr....","2024-04-08T03:07:51.365Z","4.3.1"
5,"Mantap","2024-04-08T03:01:35.669Z",
1,"Ludah adalah energi terbarukan 🔥🔥🔥 Meludah rakyatkuhh 🔥🔥🔥","2024-04-08T02:15:02.810Z","4.3.1"
5,"Ok","2024-04-08T01:55:12.598Z","4.3.1"
1,"Memperkenalkan APK Perusahaan BUMN yang selalu menyusahkan rakyatnya sendiri...tapi sayang ga ada fitur sudden deathnya...😅😅😅","2024-04-07T23:03:20.776Z","4.3.0"
1,"Gak bisa login terus","2024-04-07T21:37:45.870Z","4.3.1"
5,"Oke bagus dan mudah digunakan dengan baik","2024-04-07T20:05:24.717Z","4.3.1"
1,"Tidak bisa menambahkan kartu kredit, call center tidak solutif","2024-04-07T19:12:58.132Z","4.3.1"
3,"tingkatkan lagi kasih promo2 dan chasback buat pertalite dll...perolehan poin sedikit jadi lama buat tukar voucher,..apk ga ada yang menarik","2024-04-07T18:28:57.148Z",
5,"Baik","2024-04-07T17:03:07.256Z","4.3.1"
5,"Sangat membantu","2024-04-07T16:00:28.693Z","4.3.0"
5,"Mantap","2024-04-07T14:16:16.595Z","4.3.1"
5,"Ok","2024-04-07T13:26:06.529Z","4.3.1"
5,"Ok","2024-04-07T13:15:55.970Z","4.3.1"
5,"Lajat","2024-04-07T13:00:12.141Z","4.3.1"
5,"Mantaff","2024-04-07T12:23:50.690Z","4.2.4"
5,"Kalo pakai My Pertamina berasa VIP padahal naik motor butut tapi disuruh antri di antrian mobil Berasa kek orang penting padahal halu hahahahahha","2024-04-07T10:50:52.120Z","4.3.0"
1,"Tidak bisa menerima SMS OTP untuk daftar, seburuk itukah pelayanan milik negara","2024-04-07T09:58:58.250Z","4.3.1"
4,"Layanan hebat, dipo MG","2024-04-07T09:35:32.775Z","4.3.1"
5,"Bagus","2024-04-07T09:20:57.840Z","4.2.4"
1,"Gara"" pegawai yg ngeludah, pasti merugikan dong, ditindak lah","2024-04-07T09:09:10.829Z","4.3.1"
5,"Min..kasih dong poin bagi yg pertalite..walaupun dikit2..kan lama2 bs ngumpulin juga.","2024-04-07T07:47:15.321Z","4.3.1"
4,"tolong dong my pertamina buat semua akun bank bisa","2024-04-07T07:23:16.552Z","4.3.1"
2,"Kebanyakan minta update aplikasi. Nunggu lagi pas udah di POM, kebanyakan session time out, bayar di MyPertamina jadi 6x leletnya ketimbang bayar pake uang tunai","2024-04-07T06:45:21.830Z","4.3.0"
1,"We do not provide medical and downloaeyhd","2024-04-07T06:33:10.443Z","4.3.0"
1,"tolong setiap kali mau menghubungkan pembayaran selalu tidak bisa memuat halaman, udh coba pake metode pembayaran yg beda tetep hasilnya sama pdhl kode otp udh di kirim tapi halaman nya tidak bisa di muat hedeh, pas coba pakai debit udh masukan nomor kartu kode otp nya gk terkirim kirim pdhal pulsa bnyk jaringan stabil.","2024-04-07T05:22:36.653Z","4.3.1"
